YEAR,IC,PMID,grp
2023,NCI,36958379,restIRP
2023,NCI,37260165,restIRP
2023,NCI,37382561,restIRP
2023,NCI,36426970,restIRP
2023,NCI,36573441,restIRP
2023,NCI,37178120,restIRP
2023,NCI,36099324,restIRP
2023,NCI,36291783,restIRP
2023,NCI,36831656,restIRP
2023,NCI,36991390,restIRP
2023,NCI,37175530,restIRP
2023,NCI,37279797,restIRP
2023,NCI,37409892,restIRP
2023,NCI,36208017,restIRP
2023,NCI,37538977,restIRP
2023,NCI,37081771,restIRP
2023,NCI,36764908,restIRP
2023,NCI,36543999,restIRP
2023,NCI,36595377,restIRP
2023,NCI,36630564,restIRP
2023,NCI,36997024,restIRP
2023,NCI,37350974,restIRP
2023,NCI,35611837,restIRP
2023,NCI,36648507,restIRP
2023,NCI,37018064,restIRP
2023,NCI,36410696,restIRP
2023,NCI,36630955,restIRP
2023,NCI,36449053,restIRP
2023,NCI,37322488,restIRP
2023,NCI,36404344,restIRP
2023,NCI,36765047,restIRP
2023,NCI,36040304,restIRP
2023,NCI,36375380,restIRP
2023,NCI,37169743,restIRP
2023,NCI,37308721,restIRP
2023,NCI,36762421,restIRP
2023,NCI,36790144,restIRP
2023,NCI,36970749,restIRP
2023,NCI,36105746,restIRP
2023,NCI,36107309,restIRP
2023,NCI,36355119,restIRP
2023,NCI,36768931,restIRP
2023,NCI,35839129,restIRP
2023,NCI,35973149,restIRP
2023,NCI,36055226,restIRP
2023,NCI,36152763,restIRP
2023,NCI,36204530,restIRP
2023,NCI,36209823,restIRP
2023,NCI,36243062,restIRP
2023,NCI,36247383,restIRP
2023,NCI,36252717,restIRP
2023,NCI,36277737,restIRP
2023,NCI,36368598,restIRP
2023,NCI,36461941,restIRP
2023,NCI,36517603,restIRP
2023,NCI,36528237,restIRP
2023,NCI,36600603,restIRP
2023,NCI,36702356,restIRP
2023,NCI,36724127,restIRP
2023,NCI,36754451,restIRP
2023,NCI,36932076,restIRP
2023,NCI,36963628,restIRP
2023,NCI,37030592,restIRP
2023,NCI,37089591,restIRP
2023,NCI,37132021,restIRP
2023,NCI,37184524,restIRP
2023,NCI,37208598,restIRP
2023,NCI,37250872,restIRP
2023,NCI,37513779,restIRP
2023,NCI,36459711,restIRP
2023,NCI,36640333,restIRP
2023,NCI,36435799,restIRP
2023,NCI,36607839,restIRP
2023,NCI,36724259,restIRP
2023,NCI,36382923,restIRP
2023,NCI,36692218,restIRP
2023,NCI,36892768,restIRP
2023,NCI,36270982,restIRP
2023,NCI,36378541,restIRP
2023,NCI,36713582,restIRP
2023,NCI,36754859,restIRP
2023,NCI,36860703,restIRP
2023,NCI,36870293,restIRP
2023,NCI,35847548,restIRP
2023,NCI,36060633,restIRP
2023,NCI,36101738,restIRP
2023,NCI,36173617,restIRP
2023,NCI,36420197,restIRP
2023,NCI,36763093,restIRP
2023,NCI,37104748,restIRP
2023,NCI,36347258,restIRP
2023,NCI,34039759,restIRP
2023,NCI,34331495,restIRP
2023,NCI,34606590,restIRP
2023,NCI,34625802,restIRP
2023,NCI,35312764,restIRP
2023,NCI,35504721,restIRP
2023,NCI,35609672,restIRP
2023,NCI,37458713,restIRP
2023,NCI,36705597,restIRP
2023,NCI,34741009,restIRP
2023,NCI,34797564,restIRP
2023,NCI,35197557,restIRP
2023,NCI,35322169,restIRP
2023,NCI,35360933,restIRP
2023,NCI,35726641,restIRP
2023,NCI,36280842,restIRP
2023,NCI,36344807,restIRP
2023,NCI,36516224,restIRP
2023,NCI,36539618,restIRP
2023,NCI,36576985,restIRP
2023,NCI,36653422,restIRP
2023,NCI,36882504,restIRP
2023,NCI,37041301,restIRP
2023,NCI,35999252,restIRP
2023,NCI,36094106,restIRP
2023,NCI,36455197,restIRP
2023,NCI,36514310,restIRP
2023,NCI,36968141,restIRP
2023,NCI,37236355,restIRP
2023,NCI,36857449,restIRP
2023,NCI,36423642,restIRP
2023,NCI,37040086,restIRP
2023,NCI,34407489,restIRP
2023,NCI,34547770,restIRP
2023,NCI,35314376,restIRP
2023,NCI,35609150,restIRP
2023,NCI,36669145,restIRP
2023,NCI,36899395,restIRP
2023,NCI,34474081,restIRP
2023,NCI,35021084,restIRP
2023,NCI,35945463,restIRP
2023,NCI,36029520,restIRP
2023,NCI,36271929,restIRP
2023,NCI,36490308,restIRP
2023,NCI,36759899,restIRP
2023,NCI,35371100,restIRP
2023,NCI,35544408,restIRP
2023,NCI,35980678,restIRP
2023,NCI,36001803,restIRP
2023,NCI,36264007,restIRP
2023,NCI,36412627,restIRP
2023,NCI,36354340,restIRP
2023,NCI,36624347,restIRP
2023,NCI,36871077,restIRP
2023,NCI,37330292,restIRP
2023,NCI,37406092,restIRP
2023,NCI,37406093,restIRP
2023,NCI,36373674,restIRP
2023,NCI,36179402,restIRP
2023,NCI,36268125,restIRP
2023,NCI,36473845,restIRP
2023,NCI,37460791,restIRP
2023,NCI,36873924,restIRP
2023,NCI,36454826,restIRP
2023,NCI,35866568,restIRP
2023,NCI,35917881,restIRP
2023,NCI,35991901,restIRP
2023,NCI,36196594,restIRP
2023,NCI,36261549,restIRP
2023,NCI,36288692,restIRP
2023,NCI,36528023,restIRP
2023,NCI,36779417,restIRP
2023,NCI,37005411,restIRP
2023,NCI,37151873,restIRP
2023,NCI,37219858,restIRP
2023,NCI,37239961,restIRP
2023,NCI,37328648,restIRP
2023,NCI,36072945,restIRP
2023,NCI,36680108,restIRP
2023,NCI,37252967,restIRP
2023,NCI,37322122,restIRP
2023,NCI,36367894,restIRP
2023,NCI,36705550,restIRP
2023,NCI,37153742,restIRP
2023,NCI,36322002,restIRP
2023,NCI,37146302,restIRP
2023,NCI,36763778,restIRP
2023,NCI,36732510,restIRP
2023,NCI,36976017,restIRP
2023,NCI,37024617,restIRP
2023,NCI,37153584,restIRP
2023,NCI,37253062,restIRP
2023,NCI,35867253,restIRP
2023,NCI,36243969,restIRP
2023,NCI,37094694,restIRP
2023,NCI,37129573,restIRP
2023,NCI,37210724,restIRP
2023,NCI,37219077,restIRP
2023,NCI,35976997,restIRP
2023,NCI,36562201,restIRP
2023,NCI,36584051,restIRP
2023,NCI,37177862,restIRP
2023,NCI,37286305,restIRP
2023,NCI,35225292,restIRP
2023,NCI,36799129,restIRP
2023,NCI,37736700,restIRP
2023,NCI,36757813,restIRP
2023,NCI,36347238,restIRP
2023,NCI,36824269,restIRP
2023,NCI,35882235,restIRP
2023,NCI,36344675,restIRP
2023,NCI,36464162,restIRP
2023,NCI,36657670,restIRP
2023,NCI,37315128,restIRP
2023,NCI,37463106,restIRP
2023,NCI,36191000,restIRP
2023,NCI,36520890,restIRP
2023,NCI,37295816,restIRP
2023,NCI,37394115,restIRP
2023,NCI,36219096,restIRP
2023,NCI,36314907,restIRP
2023,NCI,36338434,restIRP
2023,NCI,36690803,restIRP
2023,NCI,36738797,restIRP
2023,NCI,36841831,restIRP
2023,NCI,36933835,restIRP
2023,NCI,37265996,restIRP
2023,NCI,37436982,restIRP
2023,NCI,36402773,restIRP
2023,NCI,37419875,restIRP
2023,NCI,36185287,restIRP
2023,NCI,36223542,restIRP
2023,NCI,36418422,restIRP
2023,NCI,36791566,restIRP
2023,NCI,37910044,restIRP
2023,NCI,36029718,restIRP
2023,NCI,36042351,restIRP
2023,NCI,36330506,restIRP
2023,NCI,36809715,restIRP
2023,NCI,37185821,restIRP
2023,NCI,36688643,restIRP
2023,NCI,36670115,restIRP
2023,NCI,36049065,restIRP
2023,NCI,36409889,restIRP
2023,NCI,36572741,restIRP
2023,NCI,36753564,restIRP
2023,NCI,36911670,restIRP
2023,NCI,36170207,restIRP
2023,NCI,36253079,restIRP
2023,NCI,36831373,restIRP
2023,NCI,37051681,restIRP
2023,NCI,37055579,restIRP
2023,NCI,34450618,restIRP
2023,NCI,34524425,restIRP
2023,NCI,35964611,restIRP
2023,NCI,35982453,restIRP
2023,NCI,36068285,restIRP
2023,NCI,36525371,restIRP
2023,NCI,36662819,restIRP
2023,NCI,36870109,restIRP
2023,NCI,36960342,restIRP
2023,NCI,37330147,restIRP
2023,NCI,36571770,restIRP
2023,NCI,36576431,restIRP
2023,NCI,36598437,restIRP
2023,NCI,36918225,restIRP
2023,NCI,36211806,restIRP
2023,NCI,36338744,restIRP
2023,NCI,36564129,restIRP
2023,NCI,37166485,restIRP
2023,NCI,36398439,restIRP
2023,NCI,37140427,restIRP
2023,NCI,35877472,restIRP
2023,NCI,36346688,restIRP
2023,NCI,36773602,restIRP
2023,NCI,36951526,restIRP
2023,NCI,37121274,restIRP
2023,NCI,37020550,restIRP
2023,NCI,36087840,restIRP
2023,NCI,36640137,restIRP
2023,NCI,36821354,restIRP
2023,NCI,37059104,restIRP
2023,NCI,37134294,restIRP
2023,NCI,37234190,restIRP
2023,NCI,37236636,restIRP
2023,NCI,36279417,restIRP
2023,NCI,36790924,restIRP
2023,NCI,37228754,restIRP
2023,NCI,37285317,restIRP
2023,NCI,37339170,restIRP
2023,NCI,34793442,restIRP
2023,NCI,35614099,restIRP
2023,NCI,35712076,restIRP
2023,NCI,35915169,restIRP
2023,NCI,36423637,restIRP
2023,NCI,36659972,restIRP
2023,NCI,37342060,restIRP
2023,NCI,35124270,restIRP
2023,NCI,36358697,restIRP
2023,NCI,36384474,restIRP
2023,NCI,37840351,restIRP
2023,NCI,36799863,restIRP
2023,NCI,37491298,restIRP
2023,NCI,36041994,restIRP
2023,NCI,36124322,restIRP
2023,NCI,36388423,restIRP
2023,NCI,36820236,restIRP
2023,NCI,36884201,restIRP
2023,NCI,36096344,restIRP
2023,NCI,36105325,restIRP
2023,NCI,37570703,restIRP
2023,NCI,36598417,restIRP
2023,NCI,36658307,restIRP
2023,NCI,36584293,restIRP
2023,NCI,36995904,restIRP
2023,NCI,36056624,restIRP
2023,NCI,34117572,restIRP
2023,NCI,34117573,restIRP
2023,NCI,34132951,restIRP
2023,NCI,34471985,restIRP
2023,NCI,34671883,restIRP
2023,NCI,34783947,restIRP
2023,NCI,34994893,restIRP
2023,NCI,35061122,restIRP
2023,NCI,35229218,restIRP
2023,NCI,35258767,restIRP
2023,NCI,35412204,restIRP
2023,NCI,35451728,restIRP
2023,NCI,35524087,restIRP
2023,NCI,35527328,restIRP
2023,NCI,35668307,restIRP
2023,NCI,36476645,restIRP
2023,NCI,33963087,restIRP
2023,NCI,34270795,restIRP
2023,NCI,34895098,restIRP
2023,NCI,35152487,restIRP
2023,NCI,35170729,restIRP
2023,NCI,35369114,restIRP
2023,NCI,35626036,restIRP
2023,NCI,35639382,restIRP
2023,NCI,35688626,restIRP
2023,NCI,35702502,restIRP
2023,NCI,35731645,restIRP
2023,NCI,35940867,restIRP
2023,NCI,36352422,restIRP
2023,NCI,36629488,restIRP
2023,NCI,36709846,restIRP
2023,NCI,37087683,restIRP
2023,NCI,37418114,restIRP
2023,NCI,36127124,restIRP
2023,NCI,36190452,restIRP
2023,NCI,36914634,restIRP
2023,NCI,37216869,restIRP
2023,NCI,37443284,restIRP
2023,NCI,36104343,restIRP
2023,NCI,36224341,restIRP
2023,NCI,36059196,restIRP
2023,NCI,36894684,restIRP
2023,NCI,35725026,restIRP
2023,NCI,36127149,restIRP
2023,NCI,36585129,restIRP
2023,NCI,35976058,restIRP
2023,NCI,35994156,restIRP
2023,NCI,36070143,restIRP
2023,NCI,36367829,restIRP
2023,NCI,36497367,restIRP
2023,NCI,36933012,restIRP
2023,NCI,36964296,restIRP
2023,NCI,37075315,restIRP
2023,NCI,37093270,restIRP
2023,NCI,37164978,restIRP
2023,NCI,37284154,restIRP
2023,NCI,37284162,restIRP
2023,NCI,37287579,restIRP
2023,NCI,37316351,restIRP
2023,NCI,37432627,restIRP
2023,NCI,37474126,restIRP
2023,NCI,36103153,restIRP
2023,NCI,36702897,restIRP
2023,NCI,35452608,restIRP
2023,NCI,36827983,restIRP
2023,NCI,37022617,restIRP
2023,NCI,37354974,restIRP
2023,NCI,37438348,restIRP
2023,NCI,37433832,restIRP
2023,NCI,35398288,restIRP
2023,NCI,37315375,restIRP
2023,NCI,37091547,restIRP
2023,NCI,37262072,restIRP
2023,NCI,36973439,restIRP
2023,NCI,36274950,restIRP
2023,NCI,36514120,restIRP
2023,NCI,35162406,restIRP
2023,NCI,36151863,restIRP
2023,NCI,37295583,restIRP
2023,NCI,36417863,restIRP
2023,NCI,36978267,restIRP
2023,NCI,36174715,restIRP
2023,NCI,36467586,restIRP
2023,NCI,37348754,restIRP
2023,NCI,35306154,restIRP
2023,NCI,37141112,restIRP
2023,NCI,36007524,restIRP
2023,NCI,37037613,restIRP
2023,NCI,37368077,restIRP
2023,NCI,34402912,restIRP
2023,NCI,35140399,restIRP
2023,NCI,36543010,restIRP
2023,NCI,36649430,restIRP
2023,NCI,36299794,restIRP
2023,NCI,36353533,restIRP
2023,NCI,36757281,restIRP
2023,NCI,37421295,restIRP
2023,NCI,34217415,restIRP
2023,NCI,34668736,restIRP
2023,NCI,34734483,restIRP
2023,NCI,34789470,restIRP
2023,NCI,34800038,restIRP
2023,NCI,35176161,restIRP
2023,NCI,35325073,restIRP
2023,NCI,35467443,restIRP
2023,NCI,35666530,restIRP
2023,NCI,35686564,restIRP
2023,NCI,35793241,restIRP
2023,NCI,36187721,restIRP
2023,NCI,36455190,restIRP
2023,NCI,35973038,restIRP
2023,NCI,36266134,restIRP
2023,NCI,36901936,restIRP
2023,NCI,36137483,restIRP
2023,NCI,36174110,restIRP
2023,NCI,36745536,restIRP
2023,NCI,37003294,restIRP
2023,NCI,37163228,restIRP
2023,NCI,35862190,restIRP
2023,NCI,35906236,restIRP
2023,NCI,36099881,restIRP
2023,NCI,36596305,restIRP
2023,NCI,36695358,restIRP
2023,NCI,36707444,restIRP
2023,NCI,36877848,restIRP
2023,NCI,37454979,restIRP
2023,NCI,36911658,restIRP
2023,NCI,37126090,restIRP
2023,NCI,37530525,restIRP
2023,NCI,37079217,restIRP
2023,NCI,34006962,restIRP
2023,NCI,36975192,restIRP
2023,NCI,37071789,restIRP
2023,NCI,37037607,restIRP
2023,NCI,37225965,restIRP
2023,NCI,37402364,restIRP
2023,NCI,37159663,restIRP
2023,NCI,37377887,restIRP
2023,NCI,36508468,restIRP
2023,NCI,36696440,restIRP
2023,NCI,34994387,restIRP
2023,NCI,36344581,restIRP
2023,NCI,36368157,restIRP
2023,NCI,36594750,restIRP
2023,NCI,36691969,restIRP
2023,NCI,36997331,restIRP
2023,NCI,37031249,restIRP
2023,NCI,36924503,restIRP
2023,NCI,37436802,restIRP
2023,NCI,37182134,restIRP
2023,NCI,36248829,restIRP
2023,NCI,36790505,restIRP
2023,NCI,37307458,restIRP
2023,NCI,37313400,restIRP
2023,NCI,35999087,restIRP
2023,NCI,36010880,restIRP
2023,NCI,36077665,restIRP
2023,NCI,36111275,restIRP
2023,NCI,36151566,restIRP
2023,NCI,35902861,restIRP
2023,NCI,35939781,restIRP
2023,NCI,36058548,restIRP
2023,NCI,36620075,restIRP
2023,NCI,36906275,restIRP
2023,NCI,36989488,restIRP
2023,NCI,37389815,restIRP
2023,NCI,36049655,restIRP
2023,NCI,36402833,restIRP
2023,NCI,36383380,restIRP
2023,NCI,36912773,restIRP
2023,NCI,36311348,restIRP
2023,NCI,36758799,restIRP
2023,NCI,37045473,restIRP
2023,NCI,36712882,restIRP
2023,NCI,37147424,restIRP
2023,NCI,37353483,restIRP
2023,NCI,36575212,restIRP
2023,NCI,36732531,restIRP
2023,NCI,34724140,restIRP
2023,NCI,34854746,restIRP
2023,NCI,36517408,restIRP
2023,NCI,36875636,restIRP
2023,NCI,36907691,restIRP
2023,NCI,37015418,restIRP
2023,NCI,37129493,restIRP
2023,NCI,36330381,restIRP
2023,NCI,37267435,restIRP
2023,NCI,37083495,restIRP
2023,NCI,36169564,restIRP
2023,NCI,36465486,restIRP
2023,NCI,36482431,restIRP
2023,NCI,37296383,restIRP
2023,NCI,34523990,restIRP
2023,NCI,34605056,restIRP
2023,NCI,34809575,restIRP
2023,NCI,35388877,restIRP
2023,NCI,35699209,restIRP
2023,NCI,35929779,restIRP
2023,NCI,36525653,restIRP
2023,NCI,36649143,restIRP
2023,NCI,37299414,restIRP
2023,NCI,37328109,restIRP
2023,NCI,37341612,restIRP
2023,NCI,37501016,restIRP
2023,NCI,36310638,restIRP
2023,NCI,36704840,restIRP
2023,NCI,36632565,restIRP
2023,NCI,33624091,restIRP
2023,NCI,34590122,restIRP
2023,NCI,34737258,restIRP
2023,NCI,35603841,restIRP
2023,NCI,36001316,restIRP
2023,NCI,36041172,restIRP
2023,NCI,36045142,restIRP
2023,NCI,36102938,restIRP
2023,NCI,36306403,restIRP
2023,NCI,36610232,restIRP
2023,NCI,36811575,restIRP
2023,NCI,37237952,restIRP
2023,NCI,36937405,restIRP
2023,NCI,36948505,restIRP
2023,NCI,36450247,restIRP
2023,NCI,36070610,restIRP
2023,NCI,36108341,restIRP
2023,NCI,37059834,restIRP
2023,NCI,36590793,restIRP
2023,NCI,36805886,restIRP
2023,NCI,36804936,restIRP
2023,NCI,36248870,restIRP
2023,NCI,36075914,restIRP
2023,NCI,35759728,restIRP
2023,NCI,36815703,restIRP
2023,NCI,36115844,restIRP
2023,NCI,36396453,restIRP
2023,NCI,36781286,restIRP
2023,NCI,36708073,restIRP
2023,NCI,37153622,restIRP
2023,NCI,34852175,restIRP
2023,NCI,34929494,restIRP
2023,NCI,35585300,restIRP
2023,NCI,35776903,restIRP
2023,NCI,35798233,restIRP
2023,NCI,36075929,restIRP
2023,NCI,36116037,restIRP
2023,NCI,36219480,restIRP
2023,NCI,37118904,restIRP
2023,NCI,35822558,restIRP
2023,NCI,36046792,restIRP
2023,NCI,36103385,restIRP
2023,NCI,36939877,restIRP
2023,NCI,36375792,restIRP
2023,NCI,36719093,restIRP
2023,NCI,36796505,restIRP
2023,NCI,36064597,restIRP
2023,NCI,36952545,restIRP
2023,NCI,36060076,restIRP
2023,NCI,36509773,restIRP
2023,NCI,36941605,restIRP
2023,NCI,37046820,restIRP
2023,NCI,37167059,restIRP
2023,NCI,36388465,restIRP
2023,NCI,36470425,restIRP
2023,NCI,37063293,restIRP
2023,NCI,36653713,restIRP
2023,NCI,36207498,restIRP
2023,NCI,36662526,restIRP
2023,NCI,36830680,restIRP
2023,NCI,36869333,restIRP
2023,NCI,36872133,restIRP
2023,NCI,36922933,restIRP
2023,NCI,36980755,restIRP
2023,NCI,36230818,restIRP
2023,NCI,35852866,restIRP
2023,NCI,36111273,restIRP
2023,NCI,36264172,restIRP
2023,NCI,36279295,restIRP
2023,NCI,36695611,restIRP
2023,NCI,36790955,restIRP
2023,NCI,36869703,restIRP
2023,NCI,37205196,restIRP
2023,NCI,36518078,restIRP
2023,NCI,36289220,restIRP
2023,NCI,37146968,restIRP
2023,NCI,37407814,restIRP
2023,NCI,36229646,restIRP
2023,NCI,36322878,restIRP
2023,NCI,36348353,restIRP
2023,NCI,37129971,restIRP
2023,NCI,37444569,restIRP
2023,NCI,36572186,restIRP
2023,NCI,36265467,restIRP
2023,NCI,36307411,restIRP
2023,NCI,36657977,restIRP
2023,NCI,35987350,restIRP
2023,NCI,36456360,restIRP
2023,NCI,36456361,restIRP
2023,NCI,37042921,restIRP
2023,NCI,36361555,restIRP
2023,NCI,36370844,restIRP
2023,NCI,36678803,restIRP
2023,NCI,36830622,restIRP
2023,NCI,36226957,restIRP
2023,NCI,37343699,restIRP
2023,NCI,37414772,restIRP
2023,NCI,36203006,restIRP
2023,NCI,36967193,restIRP
2023,NCI,36771093,restIRP
2023,NCI,36913882,restIRP
2023,NCI,37181631,restIRP
2023,NCI,37478179,restIRP
2023,NCI,35982947,restIRP
2023,NCI,36386035,restIRP
2023,NCI,36741001,restIRP
2023,NCI,36754634,restIRP
2023,NCI,36944930,restIRP
2023,NCI,36191226,restIRP
2023,NCI,36206323,restIRP
2023,NCI,36587184,restIRP
2023,NCI,36715691,restIRP
2023,NCI,37347978,restIRP
2023,NCI,36175037,restIRP
2023,NCI,37770128,restIRP
2023,NCI,36932059,restIRP
2023,NCI,37174654,restIRP
2023,NCI,37190294,restIRP
2023,NCI,37449212,restIRP
2023,NCI,36036631,restIRP
2023,NCI,36943880,restIRP
2023,NCI,36202818,restIRP
2023,NCI,37355754,restIRP
2023,NCI,37414787,restIRP
2023,NCI,36601386,restIRP
2023,NCI,37043028,restIRP
2023,NCI,36051614,restIRP
2023,NCI,36054985,restIRP
2023,NCI,36145680,restIRP
2023,NCI,36624662,restIRP
2023,NCI,36821823,restIRP
2023,NCI,37126770,restIRP
2023,NCI,37162497,restIRP
2023,NCI,37163617,restIRP
2023,NCI,37196527,restIRP
2023,NCI,37095886,restIRP
2023,NCI,35681624,restIRP
2023,NCI,36093377,restIRP
2023,NCI,36495949,restIRP
2023,NCI,36563681,restIRP
2023,NCI,36935552,restIRP
2023,NCI,37037679,restIRP
2023,NCI,37182269,restIRP
2023,NCI,36696540,restIRP
2023,NCI,36799072,restIRP
2023,NCI,36263161,restIRP
2023,NCI,36598996,restIRP
2023,NCI,36797475,restIRP
2023,NCI,36906109,restIRP
2023,NCI,37595566,restIRP
2023,NCI,36820301,restIRP
2023,NCI,37253356,restIRP
2023,NCI,37116496,restIRP
2023,NCI,35870650,restIRP
2023,NCI,36754959,restIRP
2023,NCI,37327775,restIRP
2023,NCI,36063900,restIRP
2023,NCI,36241625,restIRP
2023,NCI,35830799,restIRP
2023,NCI,35903760,restIRP
2023,NCI,35945419,restIRP
2023,NCI,36030054,restIRP
2023,NCI,36213114,restIRP
2023,NCI,36273330,restIRP
2023,NCI,36897562,restIRP
2023,NCI,36932053,restIRP
2023,NCI,36972660,restIRP
2023,NCI,37024461,restIRP
2023,NCI,37216280,restIRP
2023,NCI,36703228,restIRP
2023,NCI,35813464,restIRP
2023,NCI,36572976,restIRP
2023,NCI,37030115,restIRP
2023,NCI,37339049,restIRP
2023,NCI,37342258,restIRP
2023,NCI,37434263,restIRP
2021,NEI,32174751,restIRP
2021,NEI,32191319,restIRP
2021,NEI,32214115,restIRP
2021,NEI,32246154,restIRP
2021,NEI,32285025,restIRP
2021,NEI,32285590,restIRP
2021,NEI,32320661,restIRP
2021,NEI,32476814,restIRP
2021,NEI,32634473,restIRP
2021,NEI,32635833,restIRP
2021,NEI,32728670,restIRP
2021,NEI,32754720,restIRP
2021,NEI,32858063,restIRP
2021,NEI,32870927,restIRP
2021,NEI,33088174,restIRP
2021,NEI,33362196,restIRP
2021,NEI,32075760,restIRP
2021,NEI,33202253,restIRP
2021,NEI,33483324,restIRP
2021,NEI,34038035,restIRP
2021,NEI,32434002,restIRP
2021,NEI,32561725,restIRP
2021,NEI,33089500,restIRP
2021,NEI,34111268,restIRP
2021,NEI,34331386,restIRP
2021,NEI,32602904,restIRP
2021,NEI,32695844,restIRP
2021,NEI,33601057,restIRP
2021,NEI,32547555,restIRP
2021,NEI,33004854,restIRP
2021,NEI,33383587,restIRP
2021,NEI,33970195,restIRP
2021,NEI,31899035,restIRP
2021,NEI,31974142,restIRP
2021,NEI,32574780,restIRP
2021,NEI,32598950,restIRP
2021,NEI,32904246,restIRP
2021,NEI,33045457,restIRP
2021,NEI,33075546,restIRP
2021,NEI,33311586,restIRP
2021,NEI,33348086,restIRP
2021,NEI,33792724,restIRP
2021,NEI,34003914,restIRP
2021,NEI,34325054,restIRP
2021,NEI,34419554,restIRP
2021,NEI,33803144,restIRP
2021,NEI,34204305,restIRP
2021,NEI,34228964,restIRP
2021,NEI,33010223,restIRP
2021,NEI,33657395,restIRP
2021,NEI,33767446,restIRP
2021,NEI,34347289,restIRP
2021,NEI,31923239,restIRP
2021,NEI,32071204,restIRP
2021,NEI,33100974,restIRP
2021,NEI,33156341,restIRP
2021,NEI,33661941,restIRP
2021,NEI,33986362,restIRP
2021,NEI,34294703,restIRP
2021,NEI,32248360,restIRP
2021,NEI,32355443,restIRP
2021,NEI,32361183,restIRP
2021,NEI,32411380,restIRP
2021,NEI,32569302,restIRP
2021,NEI,32839555,restIRP
2021,NEI,33634751,restIRP
2021,NEI,33145588,restIRP
2021,NEI,33507868,restIRP
2021,NEI,33767618,restIRP
2021,NEI,33796365,restIRP
2021,NEI,31714897,restIRP
2021,NEI,33516934,restIRP
2021,NEI,32463363,restIRP
2021,NEI,32917726,restIRP
2021,NEI,32987832,restIRP
2021,NEI,33135183,restIRP
2021,NEI,34257417,restIRP
2021,NEI,32234210,restIRP
2021,NEI,33449859,restIRP
2021,NEI,32312986,restIRP
2021,NEI,32516719,restIRP
2021,NEI,32531286,restIRP
2021,NEI,32984816,restIRP
2021,NEI,33468673,restIRP
2021,NEI,33980480,restIRP
2021,NEI,33211074,restIRP
2021,NEI,34226280,restIRP
2021,NEI,32593472,restIRP
2021,NEI,33088168,restIRP
2021,NEI,33106495,restIRP
2021,NEI,34133756,restIRP
2021,NEI,32216169,restIRP
2021,NEI,32253361,restIRP
2021,NEI,32940607,restIRP
2021,NEI,32976807,restIRP
2021,NEI,33338395,restIRP
2021,NEI,31816153,restIRP
2021,NEI,32022389,restIRP
2021,NEI,32531846,restIRP
2021,NEI,32770643,restIRP
2021,NEI,32783359,restIRP
2021,NEI,32864823,restIRP
2021,NEI,32866347,restIRP
2021,NEI,32893963,restIRP
2021,NEI,33001157,restIRP
2021,NEI,33203948,restIRP
2021,NEI,33219631,restIRP
2021,NEI,33334823,restIRP
2021,NEI,33425925,restIRP
2021,NEI,33495304,restIRP
2021,NEI,33532808,restIRP
2021,NEI,33719903,restIRP
2021,NEI,33737949,restIRP
2021,NEI,34015078,restIRP
2021,NEI,34040189,restIRP
2021,NEI,34185059,restIRP
2021,NEI,34396082,restIRP
2021,NEI,33019822,restIRP
2021,NEI,33605986,restIRP
2021,NEI,32875152,restIRP
2021,NEI,33117917,restIRP
2021,NEI,34162842,restIRP
2021,NEI,33107904,restIRP
2021,NEI,32997561,restIRP
2021,NEI,33569054,restIRP
2021,NEI,33649316,restIRP
2021,NEI,33712461,restIRP
2021,NEI,34245014,restIRP
2021,NEI,34223797,restIRP
2021,NEI,32084268,restIRP
2021,NEI,32879010,restIRP
2021,NEI,34253851,restIRP
2021,NEI,32019134,restIRP
2021,NEI,33450959,restIRP
2021,NEI,33458560,restIRP
2021,NEI,33627831,restIRP
2021,NEI,33889793,restIRP
2021,NEI,34239035,restIRP
2021,NEI,34360537,restIRP
2022,NEI,33513359,restIRP
2022,NEI,34518365,restIRP
2022,NEI,34722527,restIRP
2022,NEI,34928367,restIRP
2022,NEI,35075486,restIRP
2022,NEI,35307029,restIRP
2022,NEI,36084637,restIRP
2022,NEI,36207300,restIRP
2022,NEI,35115511,restIRP
2022,NEI,35749129,restIRP
2022,NEI,32753397,restIRP
2022,NEI,33345678,restIRP
2022,NEI,33504991,restIRP
2022,NEI,35021041,restIRP
2022,NEI,35076026,restIRP
2022,NEI,35312150,restIRP
2022,NEI,35353811,restIRP
2022,NEI,35627310,restIRP
2022,NEI,30325876,restIRP
2022,NEI,32152145,restIRP
2022,NEI,33005041,restIRP
2022,NEI,33520392,restIRP
2022,NEI,34166655,restIRP
2022,NEI,35015028,restIRP
2022,NEI,34603297,restIRP
2022,NEI,34782464,restIRP
2022,NEI,34652576,restIRP
2022,NEI,34692955,restIRP
2022,NEI,33229343,restIRP
2022,NEI,33359681,restIRP
2022,NEI,33442737,restIRP
2022,NEI,33497361,restIRP
2022,NEI,34549489,restIRP
2022,NEI,34625432,restIRP
2022,NEI,34758100,restIRP
2022,NEI,34990643,restIRP
2022,NEI,35308963,restIRP
2022,NEI,35360552,restIRP
2022,NEI,35381392,restIRP
2022,NEI,35662803,restIRP
2022,NEI,35781941,restIRP
2022,NEI,34847148,restIRP
2022,NEI,35341744,restIRP
2022,NEI,34644563,restIRP
2022,NEI,35303419,restIRP
