YEAR,IC,PROJECT,PI,PMID,is_open_data
2019,CC,CL080013,"Adrian Marcelo Zelazny, PhD",28915071,True
2019,CC,CL080013,"Adrian Marcelo Zelazny, PhD",29056478,False
2019,CC,CL080012,"Adrian Marcelo Zelazny, PhD",29321721,True
2019,CC,CL080012,"Adrian Marcelo Zelazny, PhD",29373689,False
2019,CC,CL080012,"Adrian Marcelo Zelazny, PhD",29454652,False
2019,CC,CL080013,"Adrian Marcelo Zelazny, PhD",31002074,False
2019,CC,CL080012,"Adrian Marcelo Zelazny, PhD",31002074,False
2019,CC,CL080022,Alina Emilia Dulau-Florea,29982419,False
2019,CC,CL001192,Alyson Coleen Ross,29405538,False
2019,CC,CL000909,Alyssa Todaro Brooks,30555713,False
2019,CC,CL090033,"Andrew J Mannes, MD",28699403,False
2019,CC,CL090033,"Andrew J Mannes, MD",28991117,True
2019,CC,CL090035,"Andrew J Mannes, MD",28991117,True
2019,CC,CL090033,"Andrew J Mannes, MD",29352128,True
2019,CC,CL090033,"Andrew J Mannes, MD",29408808,True
2019,CC,CL090034,"Andrew J Mannes, MD",29463848,False
2019,CC,CL090033,"Andrew J Mannes, MD",30015705,False
2019,CC,CL090035,"Andrew J Mannes, MD",30015705,False
2019,CC,CL090033,"Andrew J Mannes, MD",30074088,False
2019,CC,CL090034,"Andrew J Mannes, MD",30604130,False
2019,CC,CL009024,"Daniel S Chertow, MD",29982557,False
2019,CC,CL080017,"David Barry Sacks, MBChB",31693448,False
2019,CC,CL002120,"David F Stroncek, MD",29155426,False
2019,CC,CL002120,"David F Stroncek, MD",29368612,False
2019,CC,CL002120,"David F Stroncek, MD",29540180,True
2019,CC,CL002119,"David F Stroncek, MD",29655599,False
2019,CC,CL002120,"David F Stroncek, MD",29812997,True
2019,CC,CL002120,"David F Stroncek, MD",30012146,True
2019,CC,CL002119,"David F Stroncek, MD",31178392,False
2019,CC,CL010537,"David S Wendler, PhD",29495987,False
2019,CC,CL010537,"David S Wendler, PhD",29889279,False
2019,CC,CL010537,"David S Wendler, PhD",30280582,False
2019,CC,CL010537,"David S Wendler, PhD",30586177,False
2019,CC,CL060017,"Diane Louise Damiano, PhD",30223739,False
2019,CC,CL060017,"Diane Louise Damiano, PhD",30510358,False
2019,CC,CL090037,"Dima Ali Hammoud, MD",29204344,False
2019,CC,CL090037,"Dima Ali Hammoud, MD",30007411,False
2019,CC,CL090037,"Dima Ali Hammoud, MD",31138753,True
2019,CC,CL090037,"Dima Ali Hammoud, MD",31178771,True
2019,CC,CL090037,"Dima Ali Hammoud, MD",31230667,False
2019,CC,CL060062,"Frances T Sheehan, BS, MS, PhD",30422967,False
2019,CC,CL002000,"Gwenyth R Wallen, RN, PhD",29377714,False
2019,CC,CL002119,"Harvey Klein, MD",29655599,False
2019,CC,CL002121,"Harvey Klein, MD",29742812,False
2019,CC,CL002119,"Harvey Klein, MD",31178392,False
2019,CC,CL009010,"Henry Masur, MD",29479550,False
2019,CC,CL009010,"Henry Masur, MD",30353737,False
2019,CC,CL009010,"Henry Masur, MD",30383918,False
2019,CC,CL009021,"Henry Masur, MD",30383918,False
2019,CC,CL009010,"Henry Masur, MD",30384330,False
2019,CC,CL009010,"Henry Masur, MD",30556035,False
2019,CC,CL009021,"Henry Masur, MD",30556035,False
2019,CC,CL090027,"Irina Maric, MD",28792255,False
2019,CC,CL090027,"Irina Maric, MD",29978754,False
2019,CC,CL080004,"Irina Maric, MD",30543818,True
2019,CC,CL080004,"Irina Maric, MD",30943337,False
2019,CC,CL090020,"Joseph A Frank, MD",29330386,False
2019,CC,CL040014,"Joseph A Frank, MD",29330386,False
2019,CC,CL040014,"Joseph A Frank, MD",29361373,False
2019,CC,CL040014,"Joseph A Frank, MD",30216653,False
2019,CC,CL040014,"Joseph A Frank, MD",30279741,False
2019,CC,CL040014,"Joseph A Frank, MD",30344419,False
2019,CC,CL040014,"Joseph A Frank, MD",31253515,False
2019,CC,CL040014,"Joseph A Frank, MD",31345243,False
2019,CC,CL000192,"Joseph A Kovacs, MD",29992629,True
2019,CC,CL008075,"Joseph A Kovacs, MD",31415245,False
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",28927821,False
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",29111217,True
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",29211058,False
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",29358286,False
2019,CC,CL010356,"Karen Moore Frank, MD, PhD",29437920,False
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",29588478,False
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",29889099,True
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",30094403,False
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",30476213,True
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",31053347,False
2019,CC,CL010304,"Karen Moore Frank, MD, PhD",31191551,False
2019,CC,CL090025,"Katherine Rainsford Calvo, MD",30232126,False
2019,CC,CL090025,"Katherine Rainsford Calvo, MD",30500073,False
2019,CC,CL090025,"Katherine Rainsford Calvo, MD",30578959,False
2019,CC,CL090025,"Katherine Rainsford Calvo, MD",30625055,False
2019,CC,CL090025,"Katherine Rainsford Calvo, MD",30992268,False
2019,CC,CL090025,"Katherine Rainsford Calvo, MD",31245276,False
2019,CC,CL090025,"Katherine Rainsford Calvo, MD",31501157,False
2019,CC,CL060065,"Leighton Chan, MD",28477069,False
2019,CC,CL060079,"Leighton Chan, MD",28731870,False
2019,CC,CL060067,"Leighton Chan, MD",28823389,False
2019,CC,CL060065,"Leighton Chan, MD",29752911,False
2019,CC,CL060065,"Leighton Chan, MD",30223409,False
2019,CC,CL060068,"Leighton Chan, MD",30624371,False
2019,CC,CL060079,"Leighton Chan, MD",30901411,False
2019,CC,CL060079,"Leighton Chan, MD",31227131,False
2019,CC,CL060079,"Leighton Chan, MD",31256093,False
2019,CC,CL010529,"Marion Danis, PhD",29654652,False
2019,CC,CL010529,"Marion Danis, PhD",30078295,False
2019,CC,CL009027,"Michael A Solomon, MD",31339509,False
2019,CC,CL080022,"Raul Cipriano Braylan, MD",29982419,False
2019,CC,CL000188,"Robert L Danner, MD",29036418,False
2019,CC,CL008060,"Robert L Danner, MD",29577040,False
2019,CC,CL008060,"Robert L Danner, MD",30052813,False
2019,CC,CL008060,"Robert L Danner, MD",30431493,False
2019,CC,CL008060,"Robert L Danner, MD",30772386,False
2019,CC,CL000188,"Robert L Danner, MD",31240236,True
2019,CC,CL008060,"Robert L Danner, MD",31240236,True
2019,CC,CL040004,"Ronald M Summers, MD, PhD",29557216,False
2019,CC,CL040004,"Ronald M Summers, MD, PhD",30333911,False
2019,CC,CL040004,"Ronald M Summers, MD, PhD",30433815,False
2019,CC,CL040004,"Ronald M Summers, MD, PhD",30840728,False
2019,CC,CL040004,"Ronald M Summers, MD, PhD",30912719,True
2019,CC,CL040004,"Ronald M Summers, MD, PhD",30917023,False
2019,CC,CL040004,"Ronald M Summers, MD, PhD",31199670,False
2019,CC,CL040004,"Ronald M Summers, MD, PhD",31205977,False
2019,CC,CL090046,"Sameer Shakeel Kadri, MD",30052813,False
2019,CC,CL090045,"Sameer Shakeel Kadri, MD",30431493,False
2019,CC,CL090045,"Sameer Shakeel Kadri, MD",30772386,False
2019,CC,CL090045,"Sameer Shakeel Kadri, MD",30789403,False
2019,CC,CL090046,"Sameer Shakeel Kadri, MD",30824387,False
2019,CC,CL090045,"Sameer Shakeel Kadri, MD",30882880,False
2019,CC,CL090045,"Sameer Shakeel Kadri, MD",30978329,False
2019,CC,CL090045,"Sameer Shakeel Kadri, MD",31135503,False
2019,CC,CL090046,"Sameer Shakeel Kadri, MD",31240236,True
2019,CC,CL010542,"Scott Yung Ho Kim, MD",29182458,False
2019,CC,CL010538,"Scott Yung Ho Kim, MD",29224379,False
2019,CC,CL010538,"Scott Yung Ho Kim, MD",29224380,False
2019,CC,CL010540,"Scott Yung Ho Kim, MD",29348694,False
2019,CC,CL010539,"Scott Yung Ho Kim, MD",29502099,False
2019,CC,CL010539,"Scott Yung Ho Kim, MD",30090927,False
2019,CC,CL010538,"Scott Yung Ho Kim, MD",31245574,False
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",28927821,False
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",29111217,True
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",29211058,False
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",29358286,False
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",29588478,False
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",29889099,True
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",30094403,False
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",30476213,True
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",31053347,False
2019,CC,CL010304,"Sergio D Rosenzweig, PhD",31191551,False
2019,CC,CL010355,"Steven John Soldin, PhD",28416813,False
2019,CC,CL010355,"Steven John Soldin, PhD",29541701,False
2019,CC,CL010355,"Steven John Soldin, PhD",30003563,True
2019,CC,CL010355,"Steven John Soldin, PhD",30400040,False
2019,CC,CL010355,"Steven John Soldin, PhD",30618783,False
2019,CC,CL090026,"Steven Solomon, PhD",30232287,False
2019,CC,CL090026,"Steven Solomon, PhD",31639229,False
2019,CC,CL002121,"Valeria de Giorgi, PhD",29742812,False
2019,CC,CL002123,"Willy Albrecht Flegel, MD",30245840,False
2019,CC,CL090052,"Zenaide Maria Quezado, MD",29519868,False
2019,CC,CL090053,"Zenaide Maria Quezado, MD",29519868,False
2019,CC,CL090052,"Zenaide Maria Quezado, MD",29666400,False
2019,CC,CL090053,"Zenaide Maria Quezado, MD",29666400,False
2019,CC,CL090052,"Zenaide Maria Quezado, MD",30114530,False
2019,CC,CL090053,"Zenaide Maria Quezado, MD",30114530,False
2019,CC,CL090052,"Zenaide Maria Quezado, MD",30333099,True
2019,CC,CL090053,"Zenaide Maria Quezado, MD",30333099,True
2020,CC,CL080013,"Adrian Marcelo Zelazny, PhD",30428263,False
2020,CC,CL080012,"Adrian Marcelo Zelazny, PhD",30487305,False
2020,CC,CL080013,"Adrian Marcelo Zelazny, PhD",31149626,True
2020,CC,CL080012,"Adrian Marcelo Zelazny, PhD",31616388,False
2020,CC,CL001198,Alyssa Todaro Brooks,32615913,True
2020,CC,CL090035,"Andrew J Mannes, MD",30855519,False
2020,CC,CL090033,"Andrew J Mannes, MD",30855519,False
2020,CC,CL090035,"Andrew J Mannes, MD",30915105,True
2020,CC,CL090035,"Andrew J Mannes, MD",31931229,False
2020,CC,CL090033,"Andrew J Mannes, MD",31931229,False
2020,CC,CL090033,"Andrew J Mannes, MD",32236521,False
2020,CC,CL090033,"Andrew J Mannes, MD",32404505,False
2020,CC,CL090035,"Andrew J Mannes, MD",32694380,False
2020,CC,CL090033,"Andrew J Mannes, MD",32694380,False
2020,CC,CL060092,"Anna Frances Lau, PhD",30098394,False
2020,CC,CL060092,"Anna Frances Lau, PhD",30541938,True
2020,CC,CL060091,"Anna Frances Lau, PhD",31616388,False
2020,CC,CL008063,"Anthony F Suffredini, MD",30814261,False
2020,CC,CL008063,"Anthony F Suffredini, MD",30890899,True
2020,CC,CL008063,"Anthony F Suffredini, MD",31307990,False
2020,CC,CL040015,"Bradford J Wood, MD",29705281,False
2020,CC,CL040015,"Bradford J Wood, MD",30522903,False
2020,CC,CL040015,"Bradford J Wood, MD",30575184,False
2020,CC,CL040015,"Bradford J Wood, MD",30577395,False
2020,CC,CL040015,"Bradford J Wood, MD",30667329,False
2020,CC,CL040015,"Bradford J Wood, MD",30917023,False
2020,CC,CL040015,"Bradford J Wood, MD",31044392,False
2020,CC,CL040011,"Bradford J Wood, MD",31044392,False
2020,CC,CL040015,"Bradford J Wood, MD",31044615,False
2020,CC,CL040011,"Bradford J Wood, MD",31044615,False
2020,CC,CL040012,"Bradford J Wood, MD",31046513,False
2020,CC,CL040015,"Bradford J Wood, MD",31046513,False
2020,CC,CL040011,"Bradford J Wood, MD",31046513,False
2020,CC,CL090074,"Bradford J Wood, MD",31046513,False
2020,CC,CL040015,"Bradford J Wood, MD",31098818,False
2020,CC,CL040015,"Bradford J Wood, MD",31141307,False
2020,CC,CL040015,"Bradford J Wood, MD",31409568,False
2020,CC,CL040011,"Bradford J Wood, MD",31409568,False
2020,CC,CL040015,"Bradford J Wood, MD",31451077,False
2020,CC,CL040015,"Bradford J Wood, MD",31468153,False
2020,CC,CL040015,"Bradford J Wood, MD",31509508,False
2020,CC,CL040011,"Bradford J Wood, MD",31509508,False
2020,CC,CL040015,"Bradford J Wood, MD",31588021,True
2020,CC,CL040015,"Bradford J Wood, MD",31613660,False
2020,CC,CL040012,"Bradford J Wood, MD",31615935,True
2020,CC,CL040015,"Bradford J Wood, MD",31615935,True
2020,CC,CL040011,"Bradford J Wood, MD",31615935,True
2020,CC,CL090074,"Bradford J Wood, MD",31615935,True
2020,CC,CL040015,"Bradford J Wood, MD",31676732,False
2020,CC,CL040015,"Bradford J Wood, MD",31807974,False
2020,CC,CL040015,"Bradford J Wood, MD",31832931,False
2020,CC,CL040011,"Bradford J Wood, MD",31832931,False
2020,CC,CL040011,"Bradford J Wood, MD",31996388,False
2020,CC,CL040011,"Bradford J Wood, MD",32107125,False
2020,CC,CL040011,"Bradford J Wood, MD",32130814,False
2020,CC,CL040011,"Bradford J Wood, MD",32214365,False
2020,CC,CL040011,"Bradford J Wood, MD",32300896,False
2020,CC,CL040011,"Bradford J Wood, MD",32314228,False
2020,CC,CL040011,"Bradford J Wood, MD",32434040,False
2020,CC,CL040011,"Bradford J Wood, MD",32478955,False
2020,CC,CL040011,"Bradford J Wood, MD",32532513,False
2020,CC,CL040011,"Bradford J Wood, MD",32755355,False
2020,CC,CL040011,"Bradford J Wood, MD",32771771,False
2020,CC,CL040011,"Bradford J Wood, MD",32803282,False
2020,CC,CL040015,"Bradford J Wood, MD",33074143,False
2020,CC,CL080017,"David Barry Sacks, MBChB",31363101,False
2020,CC,CL080017,"David Barry Sacks, MBChB",31395618,False
2020,CC,CL080017,"David Barry Sacks, MBChB",31724397,False
2020,CC,CL002119,"David F Stroncek, MD",30635013,True
2020,CC,CL002120,"David F Stroncek, MD",30871636,False
2020,CC,CL002120,"David F Stroncek, MD",31178392,False
2020,CC,CL002119,"David F Stroncek, MD",32286905,True
2020,CC,CL002120,"David F Stroncek, MD",32612991,True
2020,CC,CL010537,"David S Wendler, PhD",30334821,False
2020,CC,CL010537,"David S Wendler, PhD",30602057,False
2020,CC,CL010537,"David S Wendler, PhD",30612315,False
2020,CC,CL010537,"David S Wendler, PhD",30787097,False
2020,CC,CL010537,"David S Wendler, PhD",31142291,False
2020,CC,CL010537,"David S Wendler, PhD",31600282,True
2020,CC,CL010537,"David S Wendler, PhD",32660785,False
2020,CC,CL060062,"Frances T Sheehan, BS, MS, PhD",31834811,False
2020,CC,CL009010,"Henry Masur, MD",31440698,False
2020,CC,CL009021,"Henry Masur, MD",31504644,False
2020,CC,CL009010,"Henry Masur, MD",31907326,False
2020,CC,CL009010,"Henry Masur, MD",32009165,False
2020,CC,CL009010,"Henry Masur, MD",32029767,True
2020,CC,CL009010,"Henry Masur, MD",32179901,False
2020,CC,CL009010,"Henry Masur, MD",32299421,False
2020,CC,CL009010,"Henry Masur, MD",32311819,True
2020,CC,CL090027,"Irina Maric, MD",30718460,False
2020,CC,CL080005,"Irina Maric, MD",31102699,True
2020,CC,CL090027,"Irina Maric, MD",31665200,False
2020,CC,CL080004,"Irina Maric, MD",32059870,False
2020,CC,CL090027,"Irina Maric, MD",32109194,False
2020,CC,CL090059,"Jason M Elinoff, MD",31617731,False
2020,CC,CL090059,"Jason M Elinoff, MD",32352834,False
2020,CC,CL040014,"Joseph A Frank, MD",31530419,False
2020,CC,CL040014,"Joseph A Frank, MD",31534500,False
2020,CC,CL000192,"Joseph A Kovacs, MD",31100118,False
2020,CC,CL000146,"Joseph A Kovacs, MD",32017380,False
2020,CC,CL000192,"Joseph A Kovacs, MD",32127451,False
2020,CC,CL000192,"Joseph A Kovacs, MD",32156824,False
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",30778343,False
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",30822429,False
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",30936877,False
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",31024866,True
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",31235509,True
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",31249677,False
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",31354696,False
2020,CC,CL010304,"Karen Moore Frank, MD, PhD",31775018,False
2020,CC,CL090025,"Katherine Rainsford Calvo, MD",31023523,False
2020,CC,CL060065,"Leighton Chan, MD",30540653,False
2020,CC,CL060065,"Leighton Chan, MD",30578775,False
2020,CC,CL060065,"Leighton Chan, MD",31227131,False
2020,CC,CL010518,"Marion Danis, PhD",30753215,False
2020,CC,CL010518,"Marion Danis, PhD",31002289,False
2020,CC,CL010529,"Marion Danis, PhD",31251446,False
2020,CC,CL010518,"Marion Danis, PhD",31479366,False
2020,CC,CL010518,"Marion Danis, PhD",31519172,False
2020,CC,CL090066,"Michael A Solomon, MD",31617731,False
2020,CC,CL008060,"Robert L Danner, MD",30824387,False
2020,CC,CL000188,"Robert L Danner, MD",31617731,False
2020,CC,CL040003,"Ronald M Summers, MD, PhD",30433815,False
2020,CC,CL040003,"Ronald M Summers, MD, PhD",30912719,True
2020,CC,CL040003,"Ronald M Summers, MD, PhD",31199670,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",31526254,False
2020,CC,CL040003,"Ronald M Summers, MD, PhD",31526254,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",31562074,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",31729403,True
2020,CC,CL040003,"Ronald M Summers, MD, PhD",31729403,True
2020,CC,CL040004,"Ronald M Summers, MD, PhD",32068507,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",32435698,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",32755355,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",32780005,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",32796848,False
2020,CC,CL040004,"Ronald M Summers, MD, PhD",32864598,True
2020,CC,CL090045,"Sameer Shakeel Kadri, MD",32166230,False
2020,CC,CL090045,"Sameer Shakeel Kadri, MD",32361219,False
2020,CC,CL090045,"Sameer Shakeel Kadri, MD",32617377,False
2020,CC,CL010542,"Scott Yung Ho Kim, MD",30616855,False
2020,CC,CL010539,"Scott Yung Ho Kim, MD",31537470,False
2020,CC,CL010541,"Scott Yung Ho Kim, MD",32200120,False
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",30778343,False
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",30822429,False
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",30936877,False
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",31024866,True
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",31235509,True
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",31249677,False
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",31354696,False
2020,CC,CL010304,"Sergio D Rosenzweig, PhD",31775018,False
2020,CC,CL010355,"Steven John Soldin, PhD",31903181,False
2020,CC,CL010355,"Steven John Soldin, PhD",32040961,False
2020,CC,CL010355,"Steven John Soldin, PhD",32202644,False
2020,CC,CL010355,"Steven John Soldin, PhD",32227616,False
2020,CC,CL010355,"Steven John Soldin, PhD",32523672,False
2020,CC,CL090026,"Steven Solomon, PhD",30383305,False
2020,CC,CL004042,"Tara N Palmore, MD",31594809,False
2020,CC,CL002078,"Valeria de Giorgi, PhD",31040211,False
2020,CC,CL002110,"Valeria de Giorgi, PhD",31088488,False
2020,CC,CL002078,"Valeria de Giorgi, PhD",32393282,False
2020,CC,CL002123,"Willy Albrecht Flegel, MD",30421425,True
2020,CC,CL002128,"Willy Albrecht Flegel, MD",30421425,True
2020,CC,CL002128,"Willy Albrecht Flegel, MD",30744658,False
2020,CC,CL002123,"Willy Albrecht Flegel, MD",30790296,False
2020,CC,CL002128,"Willy Albrecht Flegel, MD",30995379,False
2020,CC,CL002128,"Willy Albrecht Flegel, MD",31008519,False
2020,CC,CL002128,"Willy Albrecht Flegel, MD",31144334,False
2020,CC,CL002128,"Willy Albrecht Flegel, MD",31246487,False
2020,CC,CL090054,"Zenaide Maria Quezado, MD",30737764,False
2020,CC,CL090052,"Zenaide Maria Quezado, MD",31689491,False
2020,CC,CL090053,"Zenaide Maria Quezado, MD",31689491,False
2020,CC,CL090054,"Zenaide Maria Quezado, MD",32533970,False
2020,CC,CL090054,"Zenaide Maria Quezado, MD",32927249,True
2021,CC,CL080013,"Adrian Marcelo Zelazny, PhD",32198075,False
2021,CC,CL080012,"Adrian Marcelo Zelazny, PhD",32818422,False
2021,CC,CL080012,"Adrian Marcelo Zelazny, PhD",33052363,False
2021,CC,CL080012,"Adrian Marcelo Zelazny, PhD",33080426,False
2021,CC,CL080012,"Adrian Marcelo Zelazny, PhD",33165614,False
2021,CC,CL080013,"Adrian Marcelo Zelazny, PhD",33195983,False
2021,CC,CL080012,"Adrian Marcelo Zelazny, PhD",33262219,False
2021,CC,CL080013,"Adrian Marcelo Zelazny, PhD",33356838,True
2021,CC,CL080013,"Adrian Marcelo Zelazny, PhD",33501968,False
2021,CC,CL001192,Alyson Coleen Ross,32515862,False
2021,CC,CL001192,Alyson Coleen Ross,32672866,False
2021,CC,CL001192,Alyson Coleen Ross,33259376,False
2021,CC,CL003716,Alyson Coleen Ross,34145719,False
2021,CC,CL090035,"Andrew J Mannes, MD",33031942,True
2021,CC,CL090033,"Andrew J Mannes, MD",33031942,True
2021,CC,CL090035,"Andrew J Mannes, MD",33227508,False
2021,CC,CL090033,"Andrew J Mannes, MD",33227508,False
2021,CC,CL090035,"Andrew J Mannes, MD",33424545,False
2021,CC,CL090033,"Andrew J Mannes, MD",33424545,False
2021,CC,CL090035,"Andrew J Mannes, MD",33892151,True
2021,CC,CL090033,"Andrew J Mannes, MD",33892151,True
2021,CC,CL090035,"Andrew J Mannes, MD",34499774,False
2021,CC,CL090033,"Andrew J Mannes, MD",34499774,False
2021,CC,CL040011,"Bradford J Wood, MD",31915907,False
2021,CC,CL040015,"Bradford J Wood, MD",31915907,False
2021,CC,CL040015,"Bradford J Wood, MD",31930156,False
2021,CC,CL040015,"Bradford J Wood, MD",31996388,False
2021,CC,CL090072,"Bradford J Wood, MD",32070947,False
2021,CC,CL040015,"Bradford J Wood, MD",32070947,False
2021,CC,CL040015,"Bradford J Wood, MD",32107125,False
2021,CC,CL040015,"Bradford J Wood, MD",32130814,False
2021,CC,CL040015,"Bradford J Wood, MD",32143993,False
2021,CC,CL040015,"Bradford J Wood, MD",32190560,False
2021,CC,CL040015,"Bradford J Wood, MD",32211948,False
2021,CC,CL040015,"Bradford J Wood, MD",32214365,False
2021,CC,CL040015,"Bradford J Wood, MD",32300896,False
2021,CC,CL040015,"Bradford J Wood, MD",32307270,False
2021,CC,CL040015,"Bradford J Wood, MD",32314228,False
2021,CC,CL090072,"Bradford J Wood, MD",32352918,False
2021,CC,CL040015,"Bradford J Wood, MD",32352918,False
2021,CC,CL090072,"Bradford J Wood, MD",32376643,False
2021,CC,CL040015,"Bradford J Wood, MD",32376643,False
2021,CC,CL040015,"Bradford J Wood, MD",32434040,False
2021,CC,CL040015,"Bradford J Wood, MD",32478955,False
2021,CC,CL090072,"Bradford J Wood, MD",32499157,False
2021,CC,CL040015,"Bradford J Wood, MD",32499157,False
2021,CC,CL040015,"Bradford J Wood, MD",32532513,False
2021,CC,CL040015,"Bradford J Wood, MD",32633674,False
2021,CC,CL090072,"Bradford J Wood, MD",32654028,False
2021,CC,CL040015,"Bradford J Wood, MD",32654028,False
2021,CC,CL040015,"Bradford J Wood, MD",32679272,False
2021,CC,CL040015,"Bradford J Wood, MD",32716685,False
2021,CC,CL040011,"Bradford J Wood, MD",32734314,True
2021,CC,CL040015,"Bradford J Wood, MD",32734314,True
2021,CC,CL040015,"Bradford J Wood, MD",32755168,False
2021,CC,CL040015,"Bradford J Wood, MD",32755355,False
2021,CC,CL040015,"Bradford J Wood, MD",32771771,False
2021,CC,CL090072,"Bradford J Wood, MD",32796848,False
2021,CC,CL040015,"Bradford J Wood, MD",32796848,False
2021,CC,CL040015,"Bradford J Wood, MD",32803282,False
2021,CC,CL040015,"Bradford J Wood, MD",32877244,True
2021,CC,CL090072,"Bradford J Wood, MD",33146796,False
2021,CC,CL040015,"Bradford J Wood, MD",33146796,False
2021,CC,CL040015,"Bradford J Wood, MD",33442676,False
2021,CC,CL040015,"Bradford J Wood, MD",33601166,False
2021,CC,CL040015,"Bradford J Wood, MD",33767213,False
2021,CC,CL040015,"Bradford J Wood, MD",34021380,False
2021,CC,CL090073,"Bradford J Wood, MD",34021380,False
2021,CC,CL040015,"Bradford J Wood, MD",34036187,False
2021,CC,CL040015,"Bradford J Wood, MD",34100010,False
2021,CC,CL040015,"Bradford J Wood, MD",34250326,False
2021,CC,CL040015,"Bradford J Wood, MD",34355163,False
2021,CC,CL040015,"Bradford J Wood, MD",34800622,False
2021,CC,CL010543,"Christine Grady, BS, MSN, PhD",32441594,False
2021,CC,CL010536,"Christine Grady, BS, MSN, PhD",34011832,False
2021,CC,CL009024,"Daniel S Chertow, MD",31963118,False
2021,CC,CL009024,"Daniel S Chertow, MD",32013784,False
2021,CC,CL009024,"Daniel S Chertow, MD",32053790,False
2021,CC,CL090070,"Daniel S Chertow, MD",32222812,False
2021,CC,CL090070,"Daniel S Chertow, MD",32224769,False
2021,CC,CL090070,"Daniel S Chertow, MD",32427334,False
2021,CC,CL009024,"Daniel S Chertow, MD",32560095,True
2021,CC,CL090070,"Daniel S Chertow, MD",33089311,False
2021,CC,CL090070,"Daniel S Chertow, MD",33232303,False
2021,CC,CL090070,"Daniel S Chertow, MD",33367731,False
2021,CC,CL090070,"Daniel S Chertow, MD",33767405,True
2021,CC,CL090070,"Daniel S Chertow, MD",34247526,False
2021,CC,CL080017,"David Barry Sacks, MBChB",32094223,True
2021,CC,CL080017,"David Barry Sacks, MBChB",32432944,False
2021,CC,CL080017,"David Barry Sacks, MBChB",32783108,False
2021,CC,CL080017,"David Barry Sacks, MBChB",32970800,False
2021,CC,CL080017,"David Barry Sacks, MBChB",33191271,False
2021,CC,CL080017,"David Barry Sacks, MBChB",33672268,False
2021,CC,CL080017,"David Barry Sacks, MBChB",33711246,True
2021,CC,CL080017,"David Barry Sacks, MBChB",33766558,False
2021,CC,CL080017,"David Barry Sacks, MBChB",34166557,False
2021,CC,CL002120,"David F Stroncek, MD",31526779,False
2021,CC,CL002120,"David F Stroncek, MD",31959992,False
2021,CC,CL002120,"David F Stroncek, MD",32167176,False
2021,CC,CL002120,"David F Stroncek, MD",32286905,True
2021,CC,CL002119,"David F Stroncek, MD",32384903,False
2021,CC,CL002119,"David F Stroncek, MD",32612991,True
2021,CC,CL002120,"David F Stroncek, MD",32796275,False
2021,CC,CL002120,"David F Stroncek, MD",33054091,False
2021,CC,CL002119,"David F Stroncek, MD",33054091,False
2021,CC,CL002120,"David F Stroncek, MD",33232788,False
2021,CC,CL002120,"David F Stroncek, MD",33284949,False
2021,CC,CL002120,"David F Stroncek, MD",33823169,False
2021,CC,CL002120,"David F Stroncek, MD",33956057,False
2021,CC,CL002120,"David F Stroncek, MD",33993466,False
2021,CC,CL010537,"David S Wendler, PhD",32233115,False
2021,CC,CL010537,"David S Wendler, PhD",32394875,True
2021,CC,CL010537,"David S Wendler, PhD",32636140,False
2021,CC,CL010537,"David S Wendler, PhD",32806931,True
